index	word	sent	sent_pos	story	story_pos
2485	home	99	25	3	139
2486	for	99	26	3	140
2487	his	99	27	3	141
2488	little	99	28	3	142
2489	pet	99	29	3	143
2490	mouse	99	30	3	144
2491	.	99	31	3	144
2492	So	100	0	3	145
2493	with	100	1	3	146
2494	her	100	2	3	147
2495	naked	100	3	3	148
2496	feet	100	4	3	149
2497	,	100	5	3	149
2498	which	100	6	3	150
2499	were	100	7	3	151
2500	quite	100	8	3	152
2501	red	100	9	3	153
2502	and	100	10	3	154
2503	blue	100	11	3	155
2504	with	100	12	3	156
2505	the	100	13	3	157
2506	cold	100	14	3	158
2507	,	100	15	3	158
2508	the	100	16	3	159
2509	little	100	17	3	160
2510	girl	100	18	3	161
2511	went	100	19	3	162
2512	on	100	20	3	163
2513	,	100	21	3	163
2514	wondering	100	22	3	164
2515	how	100	23	3	165
2516	she	100	24	3	166
2517	would	100	25	3	167
2518	get	100	26	3	168
2519	through	100	27	3	169
2520	this	100	28	3	170
2521	dreadful	100	29	3	171
2522	night	100	30	3	172
2523	.	100	31	3	172
2524	She	101	0	3	173
2525	approached	101	1	3	174
2526	an	101	2	3	175
2527	old	101	3	3	176
2528	hovel	101	4	3	177
2529	she	101	5	3	178
2530	had	101	6	3	179
2531	used	101	7	3	180
2532	as	101	8	3	181
2533	a	101	9	3	182
2534	shelter	101	10	3	183
2535	a	101	11	3	184
2536	few	101	12	3	185
2537	times	101	13	3	186
2538	before	101	14	3	187
2539	,	101	15	3	187
2540	and	101	16	3	188
2541	found	101	17	3	189
2542	the	101	18	3	190
2543	entrance	101	19	3	191
2544	was	101	20	3	192
2545	locked	101	21	3	193
2546	.	101	22	3	193
2547	Tough	102	0	3	194
2548	luck	102	1	3	195
2549	for	102	2	3	196
2550	the	102	3	3	197
2551	girl	102	4	3	198
2552	!	102	5	3	198
2553	This	103	0	3	199
2554	day	103	1	3	200
2555	was	103	2	3	201
2556	even	103	3	3	202
2557	worse	103	4	3	203
2558	than	103	5	3	204
2559	the	103	6	3	205
2560	others	103	7	3	206
2561	.	103	8	3	206
2562	No	104	0	3	207
2563	Good	104	1	3	208
2564	Samaritan	104	2	3	209
2565	had	104	3	3	210
2566	given	104	4	3	211
2567	her	104	5	3	212
2568	even	104	6	3	213
2569	a	104	7	3	214
2570	penny	104	8	3	215
2571	.	104	9	3	215
2572	And	105	0	3	216
2573	she	105	1	3	217
2574	had	105	2	3	218
2575	no	105	3	3	219
2576	luck	105	4	3	220
2577	selling	105	5	3	221
2578	any	105	6	3	222
2579	matches	105	7	3	223
2580	that	105	8	3	224
2581	she	105	9	3	225
2582	carried	105	10	3	226
2583	in	105	11	3	227
2584	the	105	12	3	228
2585	old	105	13	3	229
2586	apron	105	14	3	230
2587	her	105	15	3	231
2588	grandmother	105	16	3	232
2589	had	105	17	3	233
2590	given	105	18	3	234
2591	her	105	19	3	235
2592	.	105	20	3	235
2593	Poor	106	0	3	236
2594	little	106	1	3	237
2595	child	106	2	3	238
2596	,	106	3	3	238
2597	she	106	4	3	239
2598	looked	106	5	3	240
2599	the	106	6	3	241
2600	picture	106	7	3	242
2601	of	106	8	3	243
2602	misery	106	9	3	244
2603	.	106	10	3	244
2604	On	107	0	3	245
2605	her	107	1	3	246
2606	long	107	2	3	247
2607	,	107	3	3	247
2608	fair	107	4	3	248
2609	hair	107	5	3	249
2610	,	107	6	3	249
2611	which	107	7	3	250
2612	hung	107	8	3	251
2613	in	107	9	3	252
2614	curls	107	10	3	253
2615	on	107	11	3	254
2616	her	107	12	3	255
2617	shoulders	107	13	3	256
2618	,	107	14	3	256
2619	the	107	15	3	257
2620	snowflakes	107	16	3	258
2621	kept	107	17	3	259
2622	landing	107	18	3	260
2623	,	107	19	3	260
2624	but	107	20	3	261
2625	she	107	21	3	262
2626	did	107	22	3	263
2627	not	107	23	3	264
2628	notice	107	24	3	265
2629	them	107	25	3	266
2630	as	107	26	3	267
2631	she	107	27	3	268
2632	shivered	107	28	3	269
2633	along	107	29	3	270
2634	.	107	30	3	270
2635	She	108	0	3	271
2636	was	108	1	3	272
2637	losing	108	2	3	273
2638	strength	108	3	3	274
2639	and	108	4	3	275
2640	beginning	108	5	3	276
2641	to	108	6	3	277
2642	doubt	108	7	3	278
2643	she	108	8	3	279
2644	could	108	9	3	280
2645	weather	108	10	3	281
2646	this	108	11	3	282
2647	storm	108	12	3	283
2648	.	108	13	3	283
2649	It	109	0	3	284
2650	was	109	1	3	285
2651	New	109	2	3	286
2652	Year	109	3	3	287
2653	's	109	4	3	287
2654	,	109	5	3	287
2655	and	109	6	3	288
2656	the	109	7	3	289
2657	girl	109	8	3	290
2658	asked	109	9	3	291
2659	herself	109	10	3	292
2660	why	109	11	3	293
2661	,	109	12	3	293
2662	as	109	13	3	294
2663	lights	109	14	3	295
2664	shone	109	15	3	296
2665	from	109	16	3	297
2666	every	109	17	3	298
2667	window	109	18	3	299
2668	,	109	19	3	299
2669	and	109	20	3	300
2670	the	109	21	3	301
2671	savory	109	22	3	302
2672	smell	109	23	3	303
2673	of	109	24	3	304
2674	roast	109	25	3	305
2675	goose	109	26	3	306
2676	crept	109	27	3	307
2677	out	109	28	3	308
2678	on	109	29	3	309
2679	the	109	30	3	310
2680	streets	109	31	3	311
2681	,	109	32	3	311
2682	she	109	33	3	312
2683	was	109	34	3	313
2684	outside	109	35	3	314
2685	all	109	36	3	315
2686	alone	109	37	3	316
2687	.	109	38	3	316
2688	Exhausted	110	0	3	317
2689	,	110	1	3	317
2690	she	110	2	3	318
2691	finally	110	3	3	319
2692	sat	110	4	3	320
2693	down	110	5	3	321
2694	in	110	6	3	322
2695	a	110	7	3	323
2696	corner	110	8	3	324
2697	behind	110	9	3	325
2698	the	110	10	3	326
2699	little	110	11	3	327
2700	bakery	110	12	3	328
2701	.	110	13	3	328
2702	She	111	0	3	329
2703	put	111	1	3	330
2704	a	111	2	3	331
2705	rag	111	3	3	332
2706	she	111	4	3	333
2707	had	111	5	3	334
2708	found	111	6	3	335
2709	over	111	7	3	336
2710	her	111	8	3	337
2711	legs	111	9	3	338
2712	to	111	10	3	339
2713	cover	111	11	3	340
2714	herself	111	12	3	341
2715	,	111	13	3	341
2716	but	111	14	3	342
2717	she	111	15	3	343
2718	could	111	16	3	344
2719	not	111	17	3	345
2720	keep	111	18	3	346
2721	off	111	19	3	347
2722	the	111	20	3	348
2723	cold	111	21	3	349
2724	.	111	22	3	349
2725	The	112	0	3	350
2726	girl	112	1	3	351
2727	,	112	2	3	351
2728	who	112	3	3	352
2729	the	112	4	3	353
2730	night	112	5	3	354
2731	air	112	6	3	355
2732	had	112	7	3	356
2733	completely	112	8	3	357
2734	enveloped	112	9	3	358
2735	,	112	10	3	358
2736	dared	112	11	3	359
2737	not	112	12	3	360
2738	go	112	13	3	361
2739	home	112	14	3	362
2740	,	112	15	3	362
2741	for	112	16	3	363
2742	she	112	17	3	364
2743	had	112	18	3	365
2744	sold	112	19	3	366
2745	no	112	20	3	367
2746	matches	112	21	3	368
2747	.	112	22	3	368
2748	Her	113	0	3	369
2749	father	113	1	3	370
2750	had	113	2	3	371
2751	been	113	3	3	372
2752	mean	113	4	3	373
2753	and	113	5	3	374
2754	moody	113	6	3	375
2755	ever	113	7	3	376
2756	since	113	8	3	377
2757	his	113	9	3	378
2758	wife	113	10	3	379
2759	had	113	11	3	380
2760	gone	113	12	3	381
2761	to	113	13	3	382
2762	meet	113	14	3	383
2763	her	113	15	3	384
2764	Maker	113	16	3	385
2765	.	113	17	3	385
2766	He	114	0	3	386
2767	would	114	1	3	387
2768	certainly	114	2	3	388
2769	beat	114	3	3	389
2770	her	114	4	3	390
2771	,	114	5	3	390
2772	as	114	6	3	391
2773	he	114	7	3	392
2774	has	114	8	3	393
2775	done	114	9	3	394
2776	several	114	10	3	395
2777	times	114	11	3	396
2778	in	114	12	3	397
2779	the	114	13	3	398
2780	weeks	114	14	3	399
2781	past	114	15	3	400
2782	,	114	16	3	400
2783	because	114	17	3	401
2784	she	114	18	3	402
2785	had	114	19	3	403
2786	not	114	20	3	404
2787	earned	114	21	3	405
2788	any	114	22	3	406
2789	money	114	23	3	407
2790	today	114	24	3	408
2791	.	114	25	3	408
2792	Besides	115	0	3	409
2793	,	115	1	3	409
2794	it	115	2	3	410
2795	was	115	3	3	411
2796	almost	115	4	3	412
2797	as	115	5	3	413
2798	cold	115	6	3	414
2799	at	115	7	3	415
2800	home	115	8	3	416
2801	as	115	9	3	417
2802	outside	115	10	3	418
2803	,	115	11	3	418
2804	for	115	12	3	419
2805	they	115	13	3	420
2806	had	115	14	3	421
2807	only	115	15	3	422
2808	a	115	16	3	423
2809	patchy	115	17	3	424
2810	roof	115	18	3	425
2811	to	115	19	3	426
2812	cover	115	20	3	427
2813	them	115	21	3	428
2814	.	115	22	3	428
2815	The	116	0	3	429
2816	girl	116	1	3	430
2817	's	116	2	3	430
2818	little	116	3	3	431
2819	hands	116	4	3	432
2820	were	116	5	3	433
2821	almost	116	6	3	434
2822	frozen	116	7	3	435
2823	solid	116	8	3	436
2824	so	116	9	3	437
2825	she	116	10	3	438
2826	decided	116	11	3	439
2827	that	116	12	3	440
2828	a	116	13	3	441
2829	burning	116	14	3	442
2830	match	116	15	3	443
2831	might	116	16	3	444
2832	be	116	17	3	445
2833	of	116	18	3	446
2834	some	116	19	3	447
2835	good	116	20	3	448
2836	.	116	21	3	448
2837	'	117	0	3	449
2838	Scratch	117	1	3	449
2839	!	117	2	3	449
2840	'	117	3	3	449
2841	sounded	118	0	3	450
2842	the	118	1	3	451
2843	match	118	2	3	452
2844	as	118	3	3	453
2845	she	118	4	3	454
2846	drew	118	5	3	455
2847	it	118	6	3	456
2848	out	118	7	3	457
2849	.	118	8	3	457
2850	How	119	0	3	458
2851	it	119	1	3	459
2852	sputtered	119	2	3	460
2853	as	119	3	3	461
2854	it	119	4	3	462
2855	burnt	119	5	3	463
2856	!	119	6	3	463
2857	It	120	0	3	464
2858	gave	120	1	3	465
2859	a	120	2	3	466
2860	warm	120	3	3	467
2861	,	120	4	3	467
2862	candle-like	120	5	3	468
2863	bright	120	6	3	469
2864	light	120	7	3	470
2865	that	120	8	3	471
2866	the	120	9	3	472
2867	girl	120	10	3	473
2868	hid	120	11	3	474
2869	from	120	12	3	475
2870	the	120	13	3	476
2871	world	120	14	3	477
2872	as	120	15	3	478
2873	she	120	16	3	479
2874	held	120	17	3	480
2875	her	120	18	3	481
2876	hand	120	19	3	482
2877	over	120	20	3	483
2878	it	120	21	3	484
2879	.	120	22	3	484
2880	Why	121	0	3	485
2881	had	121	1	3	486
2882	no	121	2	3	487
2883	one	121	3	3	488
2884	wanted	121	4	3	489
2885	to	121	5	3	490
2886	buy	121	6	3	491
2887	even	121	7	3	492
2888	one	121	8	3	493
2889	match	121	9	3	494
2890	?	121	10	3	494
2891	A	122	0	3	495
2892	wonderful	122	1	3	496
2893	light	122	2	3	497
2894	,	122	3	3	497
2895	it	122	4	3	498
2896	was	122	5	3	499
2897	really	122	6	3	500
2898	.	122	7	3	500
2899	It	123	0	3	501
2900	seemed	123	1	3	502
2901	to	123	2	3	503
2902	the	123	3	3	504
2903	girl	123	4	3	505
2904	that	123	5	3	506
2905	she	123	6	3	507
2906	was	123	7	3	508
2907	sitting	123	8	3	509
2908	by	123	9	3	510
2909	a	123	10	3	511
2910	large	123	11	3	512
2911	iron	123	12	3	513
2912	stove	123	13	3	514
2913	,	123	14	3	514
2914	with	123	15	3	515
2915	polished	123	16	3	516
2916	brass	123	17	3	517
2917	feet	123	18	3	518
2918	and	123	19	3	519
2919	a	123	20	3	520
2920	brass	123	21	3	521
2921	ornament	123	22	3	522
2922	.	123	23	3	522
2923	How	124	0	3	523
2924	the	124	1	3	524
2925	fire	124	2	3	525
2926	burned	124	3	3	526
2927	!	124	4	3	526
2928	The	125	0	3	527
2929	girl	125	1	3	528
2930	was	125	2	3	529
2931	pleased	125	3	3	530
2932	and	125	4	3	531
2933	the	125	5	3	532
2934	fire	125	6	3	533
2935	actually	125	7	3	534
2936	seemed	125	8	3	535
2937	so	125	9	3	536
2938	warm	125	10	3	537
2939	that	125	11	3	538
2940	the	125	12	3	539
2941	child	125	13	3	540
2942	stretched	125	14	3	541
2943	out	125	15	3	542
2944	her	125	16	3	543
2945	feet	125	17	3	544
2946	as	125	18	3	545
2947	if	125	19	3	546
2948	to	125	20	3	547
2949	warm	125	21	3	548
2950	them	125	22	3	549
2951	,	125	23	3	549
2952	when	125	24	3	550
2953	suddenly	125	25	3	551
2954	the	125	26	3	552
2955	flame	125	27	3	553
2956	of	125	28	3	554
2957	the	125	29	3	555
2958	match	125	30	3	556
2959	went	125	31	3	557
2960	out	125	32	3	558
2961	.	125	33	3	558
2962	It	126	0	3	559
2963	was	126	1	3	560
2964	a	126	2	3	561
2965	short	126	3	3	562
2966	,	126	4	3	562
2967	stubby	126	5	3	563
2968	match	126	6	3	564
2969	that	126	7	3	565
2970	the	126	8	3	566
2971	little	126	9	3	567
2972	girl	126	10	3	568
2973	next	126	11	3	569
2974	rubbed	126	12	3	570
2975	on	126	13	3	571
2976	the	126	14	3	572
2977	wall	126	15	3	573
2978	.	126	16	3	573
2979	It	127	0	3	574
2980	burst	127	1	3	575
2981	into	127	2	3	576
2982	a	127	3	3	577
2983	flame	127	4	3	578
2984	,	127	5	3	578
2985	and	127	6	3	579
2986	lo	127	7	3	580
2987	and	127	8	3	581
2988	behold	127	9	3	582
2989	,	127	10	3	582
2990	the	127	11	3	583
2991	girl	127	12	3	584
2992	was	127	13	3	585
2993	transported	127	14	3	586
2994	from	127	15	3	587
2995	her	127	16	3	588
2996	dank	127	17	3	589
2997	city	127	18	3	590
2998	to	127	19	3	591
2999	a	127	20	3	592
3000	beautiful	127	21	3	593
3001	,	127	22	3	593
3002	sunny	127	23	3	594
3003	forest	127	24	3	595
3004	.	127	25	3	595
3005	She	128	0	3	596
3006	heard	128	1	3	597
3007	the	128	2	3	598
3008	birds	128	3	3	599
3009	chirping	128	4	3	600
3010	and	128	5	3	601
3011	she	128	6	3	602
3012	was	128	7	3	603
3013	surrounded	128	8	3	604
3014	by	128	9	3	605
3015	wildflowers	128	10	3	606
3016	and	128	11	3	607
3017	birches	128	12	3	608
3018	as	128	13	3	609
3019	white	128	14	3	610
3020	as	128	15	3	611
3021	snow	128	16	3	612
3022	.	128	17	3	612
3023	A	129	0	3	613
3024	little	129	1	3	614
3025	squirrel	129	2	3	615
3026	hid	129	3	3	616
3027	some	129	4	3	617
3028	food	129	5	3	618
3029	in	129	6	3	619
3030	the	129	7	3	620
3031	ground	129	8	3	621
3032	and	129	9	3	622
3033	scurried	129	10	3	623
3034	off	129	11	3	624
3035	into	129	12	3	625
3036	the	129	13	3	626
3037	underbrush	129	14	3	627
3038	.	129	15	3	627
3039	The	130	0	3	628
3040	girl	130	1	3	629
3041	was	130	2	3	630
3042	curious	130	3	3	631
3043	,	130	4	3	631
3044	so	130	5	3	632
3045	she	130	6	3	633
3046	dug	130	7	3	634
3047	some	130	8	3	635
3048	squirrel	130	9	3	636
3049	food	130	10	3	637
3050	up	130	11	3	638
3051	to	130	12	3	639
3052	see	130	13	3	640
3053	what	130	14	3	641
3054	it	130	15	3	642
3055	was	130	16	3	643
3056	,	130	17	3	643
3057	but	130	18	3	644
3058	then	130	19	3	645
3059	she	130	20	3	646
3060	forgot	130	21	3	647
3061	to	130	22	3	648
3062	put	130	23	3	649
3063	it	130	24	3	650
3064	back	130	25	3	651
3065	.	130	26	3	651
3066	The	131	0	3	652
3067	squirrel	131	1	3	653
3068	came	131	2	3	654
3069	back	131	3	3	655
3070	and	131	4	3	656
3071	looked	131	5	3	657
3072	in	131	6	3	658
3073	its	131	7	3	659
3074	hiding	131	8	3	660
3075	place	131	9	3	661
3076	,	131	10	3	661
3077	but	131	11	3	662
3078	the	131	12	3	663
3079	food	131	13	3	664
3080	was	131	14	3	665
3081	nowhere	131	15	3	666
3082	to	131	16	3	667
3083	be	131	17	3	668
3084	found	131	18	3	669
3085	.	131	19	3	669
3086	Then	132	0	3	670
3087	the	132	1	3	671
3088	match	132	2	3	672
3089	went	132	3	3	673
3090	out	132	4	3	674
3091	,	132	5	3	674
3092	and	132	6	3	675
3093	it	132	7	3	676
3094	was	132	8	3	677
3095	n't	132	9	3	677
3096	the	132	10	3	678
3097	forest	132	11	3	679
3098	that	132	12	3	680
3099	remained	132	13	3	681
3100	before	132	14	3	682
3101	her	132	15	3	683
3102	eyes	132	16	3	684
3103	.	132	17	3	684
3104	It	133	0	3	685
3105	was	133	1	3	686
3106	only	133	2	3	687
3107	the	133	3	3	688
3108	thick	133	4	3	689
3109	,	133	5	3	689
3110	damp	133	6	3	690
3111	,	133	7	3	690
3112	cold	133	8	3	691
3113	wall	133	9	3	692
3114	.	133	10	3	692
3115	The	134	0	3	693
3116	girl	134	1	3	694
3117	looked	134	2	3	695
3118	despondently	134	3	3	696
3119	into	134	4	3	697
3120	the	134	5	3	698
3121	sky	134	6	3	699
3122	that	134	7	3	700
3123	was	134	8	3	701
3124	now	134	9	3	702
3125	fully	134	10	3	703
3126	darkened	134	11	3	704
3127	and	134	12	3	705
3128	suddenly	134	13	3	706
3129	she	134	14	3	707
3130	saw	134	15	3	708
3131	a	134	16	3	709
3132	star	134	17	3	710
3133	fall	134	18	3	711
3134	,	134	19	3	711
3135	leaving	134	20	3	712
3136	behind	134	21	3	713
3137	it	134	22	3	714
3138	a	134	23	3	715
3139	bright	134	24	3	716
3140	streak	134	25	3	717
3141	of	134	26	3	718
3142	fire	134	27	3	719
3143	.	134	28	3	719
3144	'	135	0	3	720
3145	Someone	135	1	3	720
3146	is	135	2	3	721
3147	dying	135	3	3	722
3148	,	135	4	3	722
3149	'	135	5	3	722
3150	thought	135	6	3	723
3151	the	135	7	3	724
3152	little	135	8	3	725
3153	girl	135	9	3	726
3154	.	135	10	3	726
3155	It	136	0	3	727
3156	was	136	1	3	728
3157	her	136	2	3	729
3158	old	136	3	3	730
3159	grandmother	136	4	3	731
3160	,	136	5	3	731
3161	the	136	6	3	732
3162	one	136	7	3	733
3163	who	136	8	3	734
3164	had	136	9	3	735
3165	loved	136	10	3	736
3166	her	136	11	3	737
3167	the	136	12	3	738
3168	most	136	13	3	739
3169	,	136	14	3	739
3170	and	136	15	3	740
3171	the	136	16	3	741
3172	one	136	17	3	742
3173	who	136	18	3	743
3174	the	136	19	3	744
3175	girl	136	20	3	745
3176	used	136	21	3	746
3177	to	136	22	3	747
3178	visit	136	23	3	748
3179	every	136	24	3	749
3180	Sunday	136	25	3	750
3181	,	136	26	3	750
3182	who	136	27	3	751
3183	had	136	28	3	752
3184	told	136	29	3	753
3185	her	136	30	3	754
3186	that	136	31	3	755
3187	when	136	32	3	756
3188	a	136	33	3	757
3189	star	136	34	3	758
3190	falls	136	35	3	759
3191	,	136	36	3	759
3192	a	136	37	3	760
3193	soul	136	38	3	761
3194	leaves	136	39	3	762
3195	this	136	40	3	763
3196	earth	136	41	3	764
3197	.	136	42	3	764
3198	It	137	0	3	765
3199	was	137	1	3	766
3200	her	137	2	3	767
3201	last	137	3	3	768
3202	match	137	4	3	769
3203	that	137	5	3	770
3204	the	137	6	3	771
3205	little	137	7	3	772
3206	girl	137	8	3	773
3207	now	137	9	3	774
3208	rubbed	137	10	3	775
3209	on	137	11	3	776
3210	the	137	12	3	777
3211	wall	137	13	3	778
3212	and	137	14	3	779
3213	the	137	15	3	780
3214	light	137	16	3	781
3215	again	137	17	3	782
3216	shone	137	18	3	783
3217	round	137	19	3	784
3218	her	137	20	3	785
3219	.	137	21	3	785
3220	Her	138	0	3	786
3221	old	138	1	3	787
3222	grandmother	138	2	3	788
3223	in	138	3	3	789
3224	the	138	4	3	790
3225	brightness	138	5	3	791
3226	stood	138	6	3	792
3227	,	138	7	3	792
3228	loving	138	8	3	793
3229	in	138	9	3	794
3230	her	138	10	3	795
3231	appearance	138	11	3	796
3232	.	138	12	3	796
3233	The	139	0	3	797
3234	girl	139	1	3	798
3235	understood	139	2	3	799
3236	her	139	3	3	800
3237	grandmother	139	4	3	801
3238	would	139	5	3	802
3239	soon	139	6	3	803
3240	disappear	139	7	3	804
3241	,	139	8	3	804
3242	but	139	9	3	805
3243	she	139	10	3	806
3244	tried	139	11	3	807
3245	to	139	12	3	808
3246	play	139	13	3	809
3247	for	139	14	3	810
3248	time	139	15	3	811
3249	.	139	16	3	811
3250	'	140	0	3	812
3251	Grandmother	140	1	3	812
3252	,	140	2	3	812
3253	'	140	3	3	812
3254	cried	140	4	3	813
3255	the	140	5	3	814
3256	little	140	6	3	815
3257	one	140	7	3	816
3258	,	140	8	3	816
3259	'	140	9	3	817
3260	O	140	10	3	817
3261	take	140	11	3	818
3262	me	140	12	3	819
3263	with	140	13	3	820
3264	you	140	14	3	821
3265	!	140	15	3	821
3266	I	141	0	3	822
3267	know	141	1	3	823
3268	you	141	2	3	824
3269	will	141	3	3	825
3270	go	141	4	3	826
3271	away	141	5	3	827
3272	when	141	6	3	828
3273	the	141	7	3	829
3274	match	141	8	3	830
3275	burns	141	9	3	831
3276	out	141	10	3	832
3277	!	141	11	3	832
3278	'	141	12	3	832
3279	The	142	0	3	833
3280	girl	142	1	3	834
3281	decided	142	2	3	835
3282	to	142	3	3	836
3283	light	142	4	3	837
3284	the	142	5	3	838
3285	whole	142	6	3	839
3286	bundle	142	7	3	840
3287	of	142	8	3	841
3288	matches	142	9	3	842
3289	,	142	10	3	842
3290	in	142	11	3	843
3291	order	142	12	3	844
3292	to	142	13	3	845
3293	keep	142	14	3	846
3294	her	142	15	3	847
3295	grandmother	142	16	3	848
3296	there	142	17	3	849
3297	.	142	18	3	849
3298	The	143	0	3	850
3299	girl	143	1	3	851
3300	saw	143	2	3	852
3301	the	143	3	3	853
3302	matches	143	4	3	854
3303	glowed	143	5	3	855
3304	with	143	6	3	856
3305	a	143	7	3	857
3306	light	143	8	3	858
3307	that	143	9	3	859
3308	was	143	10	3	860
3309	brighter	143	11	3	861
3310	than	143	12	3	862
3311	the	143	13	3	863
3312	day	143	14	3	864
3313	,	143	15	3	864
3314	and	143	16	3	865
3315	her	143	17	3	866
3316	grandmother	143	18	3	867
3317	had	143	19	3	868
3318	never	143	20	3	869
3319	appeared	143	21	3	870
3320	so	143	22	3	871
3321	large	143	23	3	872
3322	or	143	24	3	873
3323	so	143	25	3	874
3324	beautiful	143	26	3	875
3325	as	143	27	3	876
3326	she	143	28	3	877
3327	did	143	29	3	878
3328	in	143	30	3	879
3329	the	143	31	3	880
3330	light	143	32	3	881
3331	of	143	33	3	882
3332	the	143	34	3	883
3333	little	143	35	3	884
3334	matches	143	36	3	885
3335	.	143	37	3	885
3336	The	144	0	3	886
3337	grandmother	144	1	3	887
3338	then	144	2	3	888
3339	took	144	3	3	889
3340	the	144	4	3	890
3341	little	144	5	3	891
3342	girl	144	6	3	892
3343	in	144	7	3	893
3344	her	144	8	3	894
3345	arms	144	9	3	895
3346	,	144	10	3	895
3347	and	144	11	3	896
3348	they	144	12	3	897
3349	both	144	13	3	898
3350	flew	144	14	3	899
3351	upwards	144	15	3	900
3352	in	144	16	3	901
3353	brightness	144	17	3	902
3354	and	144	18	3	903
3355	joy	144	19	3	904
3356	far	144	20	3	905
3357	above	144	21	3	906
3358	the	144	22	3	907
3359	earth	144	23	3	908
3360	,	144	24	3	908
3361	where	144	25	3	909
3362	there	144	26	3	910
3363	was	144	27	3	911
3364	neither	144	28	3	912
3365	cold	144	29	3	913
3366	nor	144	30	3	914
3367	hunger	144	31	3	915
3368	,	144	32	3	915
3369	and	144	33	3	916
3370	the	144	34	3	917
3371	little	144	35	3	918
3372	girl	144	36	3	919
3373	felt	144	37	3	920
3374	safe	144	38	3	921
3375	and	144	39	3	922
3376	peaceful	144	40	3	923
3377	.	144	41	3	923
3378	In	145	0	3	924
3379	the	145	1	3	925
3380	dawn	145	2	3	926
3381	of	145	3	3	927
3382	the	145	4	3	928
3383	morning	145	5	3	929
3384	there	145	6	3	930
3385	lay	145	7	3	931
3386	the	145	8	3	932
3387	poor	145	9	3	933
3388	little	145	10	3	934
3389	one	145	11	3	935
3390	,	145	12	3	935
3391	not	145	13	3	936
3392	frowning	145	14	3	937
3393	,	145	15	3	937
3394	but	145	16	3	938
3395	smiling	145	17	3	939
3396	and	145	18	3	940
3397	with	145	19	3	941
3398	a	145	20	3	942
3399	pale	145	21	3	943
3400	face	145	22	3	944
3401	leaning	145	23	3	945
3402	against	145	24	3	946
3403	the	145	25	3	947
3404	wall	145	26	3	948
3405	,	145	27	3	948
3406	frozen	145	28	3	949
3407	and	145	29	3	950
3408	stone	145	30	3	951
3409	dead	145	31	3	952
3410	.	145	32	3	952
3411	'	146	0	3	953
3412	She	146	1	3	953
3413	tried	146	2	3	954
3414	to	146	3	3	955
3415	warm	146	4	3	956
3416	herself	146	5	3	957
3417	,	146	6	3	957
3418	'	146	7	3	957
3419	said	146	8	3	958
3420	some	146	9	3	959
3421	.	146	10	3	959
3422	Children	147	0	3	960
3423	who	147	1	3	961
3424	saw	147	2	3	962
3425	her	147	3	3	963
3426	were	147	4	3	964
3427	asking	147	5	3	965
3428	their	147	6	3	966
3429	parents	147	7	3	967
3430	why	147	8	3	968
3431	no	147	9	3	969
3432	one	147	10	3	970
3433	helped	147	11	3	971
3434	the	147	12	3	972
3435	girl	147	13	3	973
3436	who	147	14	3	974
3437	they	147	15	3	975
3438	knew	147	16	3	976
3439	looked	147	17	3	977
3440	dirt	147	18	3	978
3441	poor	147	19	3	979
3442	and	147	20	3	980
3443	helpless	147	21	3	981
3444	.	147	22	3	981
3445	Passersby	148	0	3	982
3446	who	148	1	3	983
3447	saw	148	2	3	984
3448	her	148	3	3	985
3449	sitting	148	4	3	986
3450	motionless	148	5	3	987
3451	wished	148	6	3	988
3452	they	148	7	3	989
3453	could	148	8	3	990
3454	have	148	9	3	991
3455	helped	148	10	3	992
3456	the	148	11	3	993
3457	girl	148	12	3	994
3458	,	148	13	3	994
3459	but	148	14	3	995
3460	their	148	15	3	996
3461	good	148	16	3	997
3462	intentions	148	17	3	998
3463	were	148	18	3	999
3464	a	148	19	3	1000
3465	day	148	20	3	1001
3466	late	148	21	3	1002
3467	and	148	22	3	1003
3468	a	148	23	3	1004
3469	dollar	148	24	3	1005
3470	short	148	25	3	1006
3471	.	148	26	3	1006
3472	Other	149	0	3	1007
3473	people	149	1	3	1008
3474	suspected	149	2	3	1009
3475	the	149	3	3	1010
3476	girl	149	4	3	1011
3477	had	149	5	3	1012
3478	fallen	149	6	3	1013
3479	asleep	149	7	3	1014
3480	and	149	8	3	1015
3481	frozen	149	9	3	1016
3482	,	149	10	3	1016
3483	but	149	11	3	1017
3484	no	149	12	3	1018
3485	one	149	13	3	1019
3486	imagined	149	14	3	1020
3487	what	149	15	3	1021
3488	beautiful	149	16	3	1022
3489	things	149	17	3	1023
3490	she	149	18	3	1024
3491	had	149	19	3	1025
3492	seen	149	20	3	1026
3493	,	149	21	3	1026
3494	nor	149	22	3	1027
3495	into	149	23	3	1028
3496	what	149	24	3	1029
3497	glory	149	25	3	1030
3498	she	149	26	3	1031
3499	had	149	27	3	1032
3500	entered	149	28	3	1033
3501	with	149	29	3	1034
3502	her	149	30	3	1035
3503	grandmother	149	31	3	1036
3504	,	149	32	3	1036
3505	on	149	33	3	1037
3506	New	149	34	3	1038
3507	Year	149	35	3	1039
3508	's	149	36	3	1039
3509	day	149	37	3	1040
3510	.	149	38	3	1040
3511	Once	150	0	4	1
3512	upon	150	1	4	2
3513	a	150	2	4	3
3514	time	150	3	4	4
3515	the	150	4	4	5
3516	birds	150	5	4	6
3517	took	150	6	4	7
3518	it	150	7	4	8
3519	into	150	8	4	9
3520	their	150	9	4	10
